product_uid,material
182228.0,quartz
182229.0,brass brass
182230.0,steel
182231.0,nylon 25 synthet
182232.0,oil
182233.0,steel
182234.0,steel
182235.0,metal
182236.0,brass
182237.0,stainless steel
182238.0,vinyl vinyl
182240.0,oil
182242.0,wood solid wood
182243.0,oil
182244.0,solid brass
182245.0,water
182247.0,metal
182248.0,wood
182253.0,vinyl
182254.0,natur stone
182256.0,steel
182257.0,manila
182258.0,plywood mdf
182261.0,metal glass
182264.0,metal
182265.0,rubber
182267.0,steel
182269.0,steel
182270.0,acryl
182272.0,steel
182273.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
182274.0,"glass tube and support steel, finial glass"
182275.0,metal
182276.0,porcelain
182277.0,synthet
182281.0,limeston
182282.0,polym
182283.0,other
182285.0,cast metal
182290.0,cotton
182292.0,steel
182295.0,aluminum
182296.0,porcelain
182297.0,steel
182298.0,aluminum
182299.0,steel
182300.0,lamin
182302.0,nylon
182308.0,plastic wire
182309.0,polyethylen
182311.0,wood
182312.0,glass
182318.0,acryl
182320.0,cardboard proprietari
182322.0,glass
182325.0,metal
182327.0,vinyl
182328.0,oil
182329.0,plastic
182330.0,lamin
182332.0,high speed steel
182334.0,steel
182335.0,plastic
182337.0,multi-purpos brass
182338.0,porcelain
182339.0,ceram
182342.0,metal
182344.0,synthet
182347.0,vinyl
182348.0,metal
182349.0,composit composit
182350.0,metal
182351.0,composit oak
182354.0,solid wood
182355.0,metal
182360.0,cardboard synthet
182362.0,steel
182363.0,plywood birch
182364.0,synthet
182367.0,steel
182370.0,iron ferrit
182371.0,plastic
182373.0,polyurethan foam
182374.0,synthet
182375.0,foam
182377.0,solid brass
182378.0,pine
182379.0,vinyl
182382.0,vinyl
182384.0,acryl
182385.0,plastic
182386.0,alloy
182387.0,wood
182390.0,fiberglass
182391.0,composit
182392.0,vitreous china
182396.0,metal
182400.0,polycarbon
182401.0,aluminum
182402.0,multi-surfac
182406.0,acryl
182407.0,steel
182408.0,metal
182409.0,metal
182411.0,glass
182413.0,composit
182415.0,porcelain
182417.0,glass
182422.0,steel
182423.0,nylon
182426.0,vitreous china granit
182427.0,steel
182428.0,other
182429.0,fabric
182430.0,marbl
182431.0,steel
182433.0,porcelain solid wood glass
182434.0,ceram
182436.0,other
182437.0,steel
182439.0,steel
182441.0,nylon
182442.0,vinyl
182444.0,other vitreous china
182446.0,plastic
182450.0,brass
182451.0,vinyl
182452.0,polypropylen 0
182453.0,other
182454.0,fabric
182455.0,vinyl
182456.0,vitreous china
182457.0,rubber
182460.0,wood
182464.0,metal
182465.0,manila
182466.0,acryl
182469.0,aluminum
182471.0,multi-surfac
182472.0,aluminum
182473.0,medium densiti fiberboard (mdf)
182476.0,reinforc
182477.0,steel
182478.0,cpvc copper
182479.0,vitreous china granit
182485.0,brass
182488.0,solid wood
182489.0,metal
182490.0,comfort grip cast iron
182491.0,polyethylen
182493.0,mapl
182494.0,porcelain solid wood porcelain
182495.0,brass
182497.0,iron
182498.0,fiberglass
182499.0,no shelf glass
182502.0,steel
182503.0,plastic
182504.0,other
182506.0,wire glass
182509.0,copper
182510.0,metal
182512.0,pvc
182513.0,no shelf glass
182515.0,vinyl
182518.0,wood
182525.0,other
182526.0,copper
182528.0,steel
182532.0,fiberglass
182535.0,resin plastic
182536.0,fabric
182538.0,vinyl
182540.0,metal chrome and metal
182541.0,steel
182544.0,polyest polyest
182545.0,polyurethan
182546.0,stainless steel
182552.0,pvc
182553.0,metal rod/resin finial metal
182555.0,other
182556.0,metal
182557.0,aluminum
182559.0,metal
182560.0,faux wood
182562.0,wood
182563.0,plastic
182564.0,polyethylen plastic/met
182565.0,nylon
182566.0,multi-purpos diamond
182568.0,vitreous china
182570.0,high speed steel
182573.0,steel
182574.0,ceram
182575.0,porcelain
182576.0,brass
182579.0,stainless steel
182580.0,cherri
182582.0,polyfib
182583.0,steel
182586.0,plastic
182591.0,metal vinyl
182593.0,composit mapl
182594.0,other
182601.0,plastic
182602.0,steel
182603.0,zinc
182604.0,pvc pvc
182607.0,cedar
182608.0,brass
182610.0,other
182611.0,other
182612.0,aluminum
182613.0,stainless steel
182614.0,"wood, glass"
182615.0,pvc
182618.0,fiberglass
182620.0,metal
182621.0,vikrel
182622.0,"assort asian hardwoods, mdf w/ mapl veneer, 5mm temper glass, metal hardwar wood"
182623.0,composit
182624.0,steel
182625.0,crystal
182629.0,wood
182633.0,steel
182635.0,metal
182636.0,solid wood
182642.0,brass
182646.0,polypropylen
182647.0,vinyl
182648.0,pvc
182649.0,galvan steel
182651.0,glass
182652.0,no shelf glass
182653.0,cardboard proprietari
182654.0,cobalt
182659.0,aluminum
182662.0,oil
182663.0,cobalt
182665.0,plywood mdf
182666.0,metal
182668.0,steel steel
182672.0,plastic
182674.0,zinc
182675.0,vinyl
182676.0,leather
182678.0,brass
182680.0,aluminum glass
182682.0,aluminum
182683.0,rubber
182684.0,oil
182685.0,steel
182687.0,other
182691.0,aluminum
182692.0,wood
182693.0,plastic
182695.0,wool & wool blend
182696.0,plastic
182697.0,steel
182698.0,steel
182701.0,ceram
182702.0,wood
182703.0,steel brass
182704.0,stainless steel
182705.0,aluminum
182706.0,wood
182709.0,wood
182711.0,no shelf glass
182712.0,multi-purpos
182713.0,solid surfac
182715.0,galvan steel
182717.0,plastic
182718.0,glass
182719.0,aluminum
182723.0,other
182724.0,acryl
182725.0,metal
182726.0,plastic
182728.0,no shelf glass
182729.0,synthet
182732.0,metal bimet
182733.0,stainless steel
182737.0,acryl
182738.0,ceram
182742.0,vinyl
182743.0,vinyl
182744.0,multipl
182746.0,multi-purpos diamond
182747.0,aluminum plastic
182748.0,rubber
182749.0,pvc
182752.0,gold
182755.0,oil
182756.0,composit mapl
182758.0,porcelain-co steel steel
182761.0,steel
182763.0,acryl
182766.0,brass
182769.0,synthet
182771.0,quartz
182774.0,metal
182775.0,solid brass
182776.0,zinc
182777.0,vitreous china
182780.0,metal
182781.0,steel
182782.0,steel
182783.0,polypropylen
182789.0,carbid
182790.0,wood carbid
182791.0,steel
182792.0,vinyl
182794.0,metal
182796.0,granit
182797.0,wood
182798.0,wool & wool blend
182799.0,acryl
182802.0,steel
182804.0,plywood birch
182805.0,cast metal
182806.0,composit
182808.0,asphalt
182809.0,composit
182811.0,plastic glass
182813.0,steel wood steel
182815.0,polyest
182816.0,steel
182817.0,aluminum
182818.0,plastic
182820.0,steel
182821.0,metal
182822.0,polyest
182823.0,vitreous china
182826.0,metal
182828.0,carbid
182829.0,porcelain
182831.0,pvc pvc
182833.0,plastic
182837.0,oil
182838.0,rubber
182844.0,polyurethan
182846.0,other
182847.0,aluminum stone
182848.0,aluminum
182849.0,latex-bas wet paint
182853.0,porcelain
182854.0,metal
182855.0,ceram
182856.0,cardboard proprietari
182858.0,wood
182862.0,multi-purpos bimet
182863.0,other
182864.0,other
182867.0,steel
182869.0,powder-co steel
182870.0,metal
182872.0,plastic
182873.0,water
182877.0,vinyl
182878.0,oil
182883.0,steel
182885.0,plastic
182886.0,rubber
182887.0,copper
182890.0,cast metal
182893.0,metal
182899.0,pvc pvc
182901.0,acryl
182903.0,composit
182905.0,aluminum
182907.0,plastic
182913.0,plastic
182915.0,polyfib cast aluminum
182916.0,vinyl
182917.0,porcelain
182918.0,oil
182921.0,composit
182922.0,pvc
182924.0,metal
182926.0,steel
182928.0,oil
182929.0,metal
182930.0,polyest
182932.0,plywood mdf
182933.0,steel
182936.0,aluminum
182939.0,steel
182943.0,steel
182944.0,white oak
182947.0,stainless steel
182951.0,steel
182952.0,cast iron
182953.0,copper
182956.0,cast aluminum
182958.0,oil
182959.0,vinyl
182960.0,zinc
182963.0,vinyl soft
182965.0,glass
182966.0,wood
182972.0,metal
182975.0,polyurethan
182976.0,polyurethan
182977.0,acryl
182978.0,copper copper
182979.0,wood
182980.0,iron ferrit
182982.0,metal
182983.0,clay
182985.0,multi-purpos carbid
182987.0,limeston
182988.0,glass
182989.0,galvan malleabl iron iron
182990.0,plastic
182995.0,chrome metal
182996.0,plastic
182999.0,polyfib
183000.0,stainless steel
183002.0,synthet
183003.0,polyfib
183007.0,steel
183010.0,aluminum
183014.0,steel
183015.0,plywood birch
183017.0,polyethylen
183018.0,plastic
183021.0,steel
183022.0,exellan 0
183024.0,other metal
183026.0,steel
183028.0,pvc over wire frame
183029.0,copper copper
183030.0,wire glass
183032.0,zinc coat galvan steel
183033.0,no shelf glass
183036.0,plastic
183039.0,polyethylen
183041.0,stainless steel
183042.0,aluminum
183045.0,stainless steel
183047.0,lamin hdf core board
183049.0,copper and plastic
183050.0,cardboard synthet
183053.0,synthet
183054.0,metal
183056.0,other
183057.0,wood
183059.0,white oak
183061.0,oil
183062.0,metal
183063.0,iron
183065.0,epoxy/2 part
183066.0,steel
183067.0,composit
183068.0,synthet
183070.0,brass
183071.0,pvc
183073.0,pvc
183075.0,cast metal
183076.0,plastic
183078.0,metal
183081.0,steel
183083.0,aluminum
183084.0,plastic
183085.0,oil
183087.0,cross-link polyethylen (pex)
183088.0,cast metal zinc
183091.0,travertin
183092.0,polypropylen
183094.0,wood
183095.0,stainless steel
183097.0,cast iron
183098.0,poli steel
183099.0,steel
183102.0,stainless steel
183103.0,other
183104.0,wood
183110.0,solid hardwood & veneer wood
183111.0,metal
183112.0,ceram
183113.0,metal
183114.0,other
183115.0,other wood wood other wood
183116.0,brass
183117.0,aluminum
183119.0,no shelf glass
183125.0,particl board thermofoil
183126.0,blend
183127.0,porcelain
183133.0,wood
183134.0,plastic
183135.0,oil
183136.0,pvc pvc
183137.0,steel
183139.0,resin
183141.0,copper brass
183142.0,composit
183143.0,brass
183145.0,wood
183147.0,cast iron
183149.0,medium densiti fiberboard (mdf)
183151.0,galvan steel
183154.0,acryl
183155.0,lamin
183156.0,steel steel
183157.0,nylon
183159.0,steel
183162.0,vitreous china
183164.0,plastic
183166.0,metal
183168.0,vinyl
183170.0,metal
183171.0,steel
183173.0,stainless steel
183174.0,aluminum
183175.0,plywood mdf
183176.0,synthet
183177.0,acryl
183178.0,travertin
183179.0,foam
183181.0,ceram
183183.0,solid brass
183187.0,metal
183189.0,stainless steel
183190.0,stainless steel
183191.0,brass
183192.0,aluminum
183196.0,steel
183198.0,pvc
183199.0,stainless steel
183204.0,brass
183205.0,steel
183207.0,fabric
183208.0,metal
183212.0,composit composit
183218.0,brass
183219.0,polypropylen
183220.0,synthet
183224.0,steel
183225.0,porcelain
183226.0,porcelain
183227.0,steel
183228.0,wood other wood
183230.0,plastic
183231.0,stainless steel
183232.0,black oxid
183233.0,plastic
183237.0,steel
183238.0,cast metal
183241.0,steel
183244.0,brass
183246.0,glass glass
183247.0,copper
183248.0,pine
183249.0,steel
183254.0,plastic
183257.0,wood wood
183258.0,steel
183259.0,fabric
183260.0,multi-purpos brass
183262.0,wood
183266.0,stainless steel
183267.0,plastic
183268.0,rubber
183269.0,other
183270.0,cotton
183272.0,steel
183273.0,plastic
183274.0,plastic
183275.0,polystyren
183277.0,brass
183279.0,stucco
183280.0,braid stainless steel over pvc
183281.0,vinyl
183283.0,aluminum
183285.0,olefin 0 synthet
183286.0,synthet
183294.0,zinc coat galvan steel
183295.0,acryl
183296.0,cast aluminum aluminum
183298.0,fiberglass other fiberglass
183299.0,vinyl
183301.0,fiberglass
183302.0,water
183303.0,cast iron
183304.0,cotton
183305.0,aluminum
183309.0,pvc
183311.0,aluminum/stainless steel
183312.0,steel
183313.0,steel
183316.0,steel
183318.0,steel
183320.0,nylon plastic
183321.0,steel
183323.0,polyfib
183324.0,cpvc brass
183327.0,marbl
183328.0,plastic
183331.0,polyurethan
183332.0,other
183334.0,plastic
183335.0,metal
183340.0,synthetic/microfib
183341.0,marbl medium densiti fiberboard (mdf) engin stone composit
183342.0,hard plastic
183343.0,wire glass
183345.0,steel
183346.0,porcelain solid wood marbl
183352.0,polyethylen
183353.0,chrome
183354.0,steel
183358.0,porcelain
183359.0,porcelain
183364.0,multi-purpos bimet
183366.0,stainless steel
183367.0,solid wood
183371.0,steel
183374.0,polyest
183375.0,fabric
183376.0,cast iron
183377.0,ab plastic
183379.0,wood
183380.0,brass
183381.0,plastic
183383.0,vitreous china
183385.0,metal polypropylen
183387.0,composit
183388.0,no handl
183390.0,fiberglass
183391.0,plastic
183399.0,galvan steel
183400.0,brass
183403.0,acryl
183405.0,plastic
183407.0,vinyl
183408.0,foam
183410.0,metal
183411.0,pvc pvc
183412.0,"metal frame: metal; content"" pvc"
183413.0,steel resili durasoft
183419.0,plastic
183421.0,steel
183422.0,fiberglass
183425.0,steel
183426.0,stainless steel
183427.0,plastic
183428.0,copper
183431.0,"15% polyester, 85% pvc foam 0"
183432.0,foam resin
183433.0,plastic
183436.0,metal
183438.0,plastic
183439.0,brass zinc glass
183440.0,aluminum
183441.0,aluminum polyest polyest
183442.0,other
183443.0,metal
183444.0,oil
183445.0,stone
183446.0,polypropylen
183449.0,metal
183450.0,oil
183451.0,vinyl
183454.0,plywood birch
183456.0,solid plantat grown pine
183457.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
183458.0,composit
183459.0,carbid metal
183460.0,stainless steel
183464.0,steel
183466.0,medium densiti fiberboard (mdf)
183467.0,glass
183469.0,leather
183470.0,brass
183472.0,pvc
183473.0,metal
183474.0,metal
183475.0,glass
183478.0,steel
183480.0,polypropylen
183483.0,steel
183485.0,glass
183494.0,polyurethan foam/polymer-co polyest 0
183496.0,crystal
183497.0,redwood
183502.0,ceram
183504.0,aluminum
183506.0,aluminum
183507.0,wood
183508.0,wood
183509.0,metal
183510.0,other aluminum
183511.0,composit
183512.0,metal
183514.0,copper
183516.0,galvan steel
183517.0,plastic
183518.0,porcelain solid wood marbl
183527.0,metal
183528.0,steel
183529.0,lamin
183531.0,lamin high densiti fiberboard (hdf)
183532.0,brass
183535.0,aluminum
183536.0,brass
183538.0,metal
183541.0,neodymium
183542.0,polyest
183543.0,vitreous china
183544.0,composit
183548.0,cardboard proprietari
183549.0,polypropylen
183555.0,plywood birch
183556.0,steel
183557.0,vinyl
183561.0,wood
183562.0,wood
183565.0,stainless steel
183566.0,plastic glass
183567.0,synthet
183568.0,copper
183569.0,other solid wood marbl
183570.0,stainless steel
183573.0,composit
183574.0,steel
183575.0,wood
183576.0,zinc coat galvan steel
183578.0,metal
183580.0,sea grass
183581.0,brass
183582.0,glass
183583.0,steel
183585.0,iron ferrit
183586.0,acryl
183589.0,plastic
183590.0,rubber
183591.0,plastic
183593.0,steel brass
183594.0,steel
183596.0,plastic
183600.0,marbl
183605.0,vinyl
183609.0,oil
183611.0,aluminum
183613.0,plastic
183614.0,other metal
183616.0,steel
183617.0,nylon
183618.0,lamin
183619.0,wool & wool blend
183622.0,vinyl
183623.0,carbon steel
183625.0,multi-purpos brass
183632.0,composit
183633.0,synthet
183637.0,stainless steel
183639.0,composit
183640.0,wire wire
183643.0,vinyl
183645.0,polyest fabric
183649.0,brass
183650.0,vinyl
183653.0,porcelain
183654.0,wood
183655.0,acrylonitril butadien styren (abs)
183656.0,polystyren
183658.0,steel
183661.0,cast iron
183664.0,wood solid hardwood other wood
183665.0,fiberglass
183666.0,other no
183667.0,wood
183668.0,galvan steel
183671.0,oil
183673.0,granit
183675.0,cast iron
183676.0,cast metal
183677.0,cast iron
183678.0,tinsel over wire frame
183679.0,fabric
183680.0,ceram
183683.0,steel
183684.0,steel
183685.0,braid stainless steel over pvc
183689.0,particl board
183692.0,polyest
183694.0,oil
183696.0,composit medium densiti fiberboard (mdf) engin quartz composit
183698.0,wood
183700.0,pvc pvc
183701.0,other
183702.0,resin
183704.0,fabric
183705.0,polyurethan
183706.0,plywood birch
183707.0,carbid
183708.0,oil
183709.0,metal
183711.0,synthet
183712.0,synthet
183713.0,resin resin
183714.0,plastic
183716.0,synthet fabric shield
183717.0,wood
183719.0,composit medium densiti fiberboard (mdf) engin quartz composit
183728.0,cloth
183731.0,aluminum
183733.0,synthet
183734.0,steel
183737.0,cast iron
183740.0,foam
183741.0,crystal
183742.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
183743.0,wool & wool blend
183744.0,zinc
183746.0,rubber
183747.0,steel
183750.0,metal
183751.0,metal
183755.0,zinc
183757.0,plywood mdf
183762.0,vitreous china solid wood quartz
183763.0,chrome
183768.0,fabric
183770.0,other vinyl
183772.0,wood solid hardwood & veneer
183774.0,acryl
183775.0,metal
183778.0,metal
183779.0,fiberglass
183780.0,steel
183781.0,polyfib
183782.0,wood
183783.0,steel
183784.0,wood
183786.0,wood
183788.0,foam steel
183789.0,polyest
183791.0,polyest steel other
183793.0,lamin
183794.0,marbl
183795.0,ceram
183796.0,plastic
183798.0,plastic
183800.0,aluminum
183801.0,other
183804.0,porcelain solid wood quartz
183806.0,steel
183807.0,steel and aluminum
183809.0,wood
183812.0,stainless steel
183813.0,steel
183815.0,steel
183816.0,steel
183820.0,vinyl
183822.0,wood
183825.0,metal
183826.0,plastic
183827.0,asphalt
183828.0,paper
183831.0,metal
183832.0,polyest
183833.0,powder-co steel
183834.0,stainless steel
183837.0,acryl
183838.0,other plywood vitreous china
183839.0,plastic
183840.0,metal
183841.0,wood
183842.0,steel
183843.0,metal
183845.0,glass
183847.0,multi-surfac
183852.0,fiberglass
183854.0,polyest
183855.0,polypropylen
183860.0,vitreous china
183862.0,wire
183865.0,wire wire
183867.0,multi-surfac
183868.0,metal
183869.0,modo-acryl 1 synthet
183871.0,leather
183874.0,plastic
183875.0,multi-surfac
183880.0,plastic
183884.0,other
183885.0,stainless steel
183886.0,other wood
183888.0,plastic
183890.0,steel
183891.0,wood
183892.0,metal
183893.0,plastic
183895.0,steel
183898.0,plywood mdf
183900.0,composit wood
183902.0,composit
183904.0,lamin
183907.0,brass
183910.0,pine
183911.0,stainless steel
183913.0,composit
183918.0,other
183919.0,cast metal
183920.0,glass
183921.0,no shelf glass
183922.0,galvan malleabl iron iron
183923.0,metal
183927.0,copper brass
183931.0,aluminum
183932.0,polyethylen
183933.0,composit
183934.0,metal
183936.0,metal
183939.0,wood
183940.0,galvan steel
183942.0,stainless steel
183943.0,asphalt
183944.0,cotton
183945.0,wire glass
183946.0,stainless steel
183948.0,pine
183949.0,resin
183951.0,leather
183952.0,granit
183956.0,plywood
183957.0,metal
183958.0,metal
183959.0,vinyl
183960.0,metal
183961.0,carbid
183962.0,porcelain
183963.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
183965.0,metal
183967.0,composit mdf
183968.0,wood
183969.0,plastic
183970.0,aluminum polyest polyest
183971.0,wood
183972.0,stainless steel
183973.0,metal
183977.0,steel
183978.0,stainless steel
183979.0,metal
183982.0,metal
183984.0,pine
183986.0,steel
183988.0,solid surfac
183991.0,fiberglass
183992.0,lamin hdf
183994.0,marbl
183995.0,nylon
184000.0,stainless steel
184002.0,plastic
184003.0,metal
184004.0,solid brass
184007.0,polyurethan
184008.0,ceram
184011.0,metal
184012.0,olefin 0 synthet
184015.0,steel
184017.0,plastic
184019.0,hickori hickori
184020.0,vitreous china
184022.0,composit
184023.0,metal
184025.0,metal
184027.0,pvc
184028.0,acryl
184030.0,plastic
184032.0,acryl
184035.0,polypropylen
184037.0,ceram
184040.0,other
184044.0,polypropylen face with sbr rubber back 0
184045.0,water
184047.0,steel
184048.0,porcelain solid wood porcelain
184049.0,metal metal
184050.0,ceram
184055.0,metal
184058.0,stainless steel
184059.0,cotton
184060.0,oil
184062.0,oil
184065.0,paper
184066.0,vinyl
184067.0,porcelain
184068.0,alloy
184070.0,pine
184071.0,steel
184073.0,porcelain
184074.0,glass
184075.0,zinc
184076.0,metal
184077.0,other
184079.0,ceram
184081.0,synthet
184082.0,steel
184085.0,faux wood
184086.0,aluminum
184087.0,oil
184088.0,epoxy/2 part
184092.0,metal
184094.0,plastic
184095.0,other
184098.0,stone
184099.0,plastic
184101.0,brass/porcelain
184103.0,wood
184107.0,poli lactic acid (pla)
184111.0,zinc
184114.0,latex
184115.0,lamin hdf
184116.0,synthet
184119.0,steel
184121.0,aluminum
184124.0,glass
184128.0,stone
184129.0,synthet
184131.0,steel steel
184133.0,polyfib cast aluminum
184134.0,aluminum
184135.0,polypropylen
184136.0,spong
184137.0,ceram
184138.0,glass
184141.0,vitreous china
184142.0,ceram
184143.0,stainless steel
184144.0,steel
184145.0,porcelain
184146.0,oil
184147.0,travertin
184149.0,porcelain solid wood marbl
184152.0,extrud aluminum
184153.0,wire glass
184154.0,cast metal
184155.0,stainless steel
184157.0,wood
184158.0,steel
184159.0,"engin wood,hollow core,pap"
184161.0,plated/co steel steel
184163.0,porcelain
184164.0,metal
184165.0,oil
184167.0,plastic plastic
184168.0,wood
184170.0,metal
184171.0,steel
184172.0,steel
184176.0,wood
184179.0,copper
184183.0,plastic with a glass len
184184.0,steel
184187.0,steel
184189.0,polyest
184190.0,metal
184194.0,brass brass
184195.0,polypropylen steel
184196.0,steel fiberglass
184197.0,brass
184199.0,wood
184200.0,vinyl
184202.0,metal wire
184203.0,metal
184204.0,zinc
184205.0,multi-purpos metal
184208.0,metal
184211.0,copper
184213.0,composit solid-surfac materi
184214.0,brass
184215.0,aluminum
184216.0,metal
184217.0,plastic
184219.0,oil
184224.0,solid brass
184226.0,other
184227.0,metal
184228.0,clay
184229.0,stainless steel
184232.0,ceram
184236.0,water
184237.0,metal
184238.0,metal
184241.0,metal
184242.0,steel
184244.0,stainless steel
184245.0,polyfib
184246.0,copper
184248.0,marbl
184250.0,vinyl
184252.0,synthet
184255.0,metal
184257.0,lamin thermofoil
184258.0,aluminum
184259.0,wood
184260.0,zinc
184261.0,plastic
184262.0,galvan steel metal
184263.0,rubber
184267.0,metal metal
184268.0,clay
184269.0,copper copper
184274.0,aluminum
184275.0,metal
184276.0,acryl
184277.0,vinyl
184279.0,wood
184280.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine) polyurethan hot metal and olefin hot metal adhes"
184281.0,synthet
184282.0,brass
184284.0,other
184286.0,multi-purpos carbid
184287.0,concret
184288.0,metal diecast plastic
184289.0,comfort grip
184290.0,composit engin quartz composit
184291.0,acryl
184293.0,vitreous china
184295.0,metal
184297.0,other metal
184299.0,natur fiber
184300.0,"polypropylen face, rubber back 20"
184304.0,solid wood
184305.0,mapl
184309.0,plastic
184312.0,medium densiti fiberboard (mdf)
184313.0,ceram
184314.0,leather
184317.0,steel
184321.0,wood
184322.0,metal
184323.0,steel
184325.0,wood
184326.0,plywood mdf
184328.0,black oxid
184331.0,metal glass
184334.0,plastic
184336.0,brass
184338.0,pvc
184340.0,vitreous china ceram
184341.0,other
184342.0,galvan steel
184343.0,red oak
184344.0,water
184346.0,composit
184347.0,plastic
184348.0,steel
184349.0,wood
184350.0,metal
184351.0,other
184353.0,polyurethan
184354.0,aluminum
184357.0,solid brass
184359.0,granit
184361.0,wool & wool blend
184362.0,plastic
184363.0,porcelain
184365.0,steel
184367.0,vinyl
184369.0,steel
184371.0,solid brass
184372.0,metal
184375.0,plastic
184377.0,lamin
184378.0,metal
184379.0,composit
184381.0,fiberglass
184383.0,steel
184387.0,plastic metal
184388.0,copper
184389.0,faux wood
184392.0,steel
184393.0,composit mapl
184395.0,stainless steel
184398.0,steel
184399.0,steel
184400.0,ceram
184401.0,aluminum
184403.0,wood
184404.0,other
184405.0,glass
184407.0,stainless steel
184408.0,steel
184410.0,stainless steel
184411.0,synthet
184417.0,pvc pvc
184419.0,steel
184420.0,fabric from genuin wood veneer/wood/particl board
184423.0,ceram
184429.0,fiberglass mesh
184434.0,polyest fabric
184436.0,stainless steel
184440.0,high speed steel
184443.0,glass
184444.0,vinyl
184445.0,composit composit
184449.0,steel
184451.0,vitreous china plywood quartz
184452.0,cast metal
184454.0,porcelain
184455.0,brass
184458.0,composit
184459.0,aluminum
184461.0,walnut
184464.0,aluminum
184465.0,nylon
184466.0,stainless steel
184467.0,stainless steel stainless steel stainless steel
184468.0,steel
184470.0,steel
184471.0,stone
184472.0,steel
184474.0,composit mapl
184475.0,polypropylen
184476.0,acryl
184477.0,pvc
184479.0,brass
184482.0,wood glass
184485.0,metal
184487.0,cast iron
184488.0,composit oak
184489.0,aluminum
184491.0,metal
184494.0,polyfib
184495.0,aluminum
184498.0,metal
184500.0,wood
184502.0,foam
184503.0,steel
184504.0,plastic
184506.0,other aluminum
184507.0,stainless steel
184509.0,steel
184511.0,cast iron pvc
184514.0,other
184515.0,glass
184518.0,pvc
184519.0,fiberglass
184521.0,iron
184523.0,polypropylen
184524.0,copper brass
184525.0,plastic
184526.0,copper
184527.0,glass
184528.0,acryl
184531.0,metal
184533.0,metal
184536.0,steel
184540.0,other other
184541.0,cast iron
184542.0,wood
184543.0,synthet
184547.0,canva
184549.0,pet polyest 0
184552.0,vinyl
184553.0,brass brass
184555.0,comfort grip polyproxylen
184556.0,brass
184560.0,polym
184562.0,metal
184565.0,ab
184568.0,fiberglass
184569.0,"lamin medium densiti fiberboard, paper, resin (both acryl and melamine), polyurethan hot metal adhes and olefin hot metal adhes"
184570.0,steel
184572.0,composit cultur marbl
184573.0,granit medium densiti fiberboard (mdf) engin stone composit
184574.0,vitreous china
184577.0,plastic
184580.0,composit
184581.0,plastic
184582.0,metal
184583.0,acryl
184588.0,copper brass
184589.0,composit
184591.0,steel
184592.0,granit medium densiti fiberboard (mdf) engin stone composit
184593.0,synthet
184596.0,plastic
184597.0,acryl
184598.0,nylon face / vinyl back 0
184599.0,oil
184601.0,stainless steel
184602.0,other
184605.0,wood
184606.0,steel
184610.0,acryl
184611.0,steel
184617.0,composit
184621.0,composit cultur marbl
184624.0,vitreous china
184626.0,metal
184627.0,foam
184628.0,high speed steel
184632.0,steel
184633.0,wood
184634.0,oil
184636.0,wood steel
184637.0,steel
184638.0,brass
184639.0,wool & wool blend
184640.0,wood
184646.0,oil
184647.0,steel
184649.0,fabric
184650.0,polyurethan
184653.0,acryl
184654.0,wood
184655.0,polyurethan
184659.0,polyest steel glass
184660.0,steel
184663.0,vinyl
184665.0,plastic
184666.0,polyest cast iron other metal
184670.0,vinyl
184673.0,metal
184675.0,lamin high densiti fiberboard (hdf)
184676.0,galvan steel
184677.0,cobalt
184678.0,acryl
184680.0,cardboard proprietari
184681.0,aluminum
184682.0,medium densiti fiberboard (mdf)
184685.0,synthet
184688.0,wood
184690.0,comfort grip
184691.0,porcelain-co steel paint steel
184693.0,steel
184695.0,composit composit
184696.0,steel
184697.0,steel
184699.0,polyest
184700.0,lamin
184701.0,plastic
184703.0,aluminum
184704.0,concret
184706.0,metal metal
184707.0,composit
184708.0,lamin thermofoil
184709.0,stone
184712.0,lamin
184713.0,durabl ab plastic and aluminium motor hous
184714.0,multi-purpos diamond
184715.0,brass
184716.0,oil
184719.0,steel
184723.0,metal
184724.0,other
184726.0,resin resin
184727.0,plastic
184732.0,fiberglass
184733.0,wood
184736.0,steel
184737.0,acryl
184739.0,cotton
184740.0,plastic
184741.0,steel galvan steel
184745.0,particl board birch
184749.0,glass
184750.0,polyfib
184755.0,vitreous china
184756.0,steel
184757.0,steel
184759.0,metal
184760.0,steel
184763.0,polyethylen
184768.0,wood
184773.0,glass
184774.0,plastic
184775.0,composit
184778.0,steel
184783.0,corrug hdpe(high densiti polethylene)
184785.0,plastic
184787.0,vitreous china medium densiti fiberboard (mdf) cultur marbl
184789.0,composit
184793.0,stainless steel
184794.0,vinyl
184796.0,other composit
184797.0,glass
184798.0,pvc
184799.0,metal bimet
184801.0,other solid wood engin stone composit
184802.0,vitreous china
184803.0,metal
184805.0,metal
184808.0,synthet fiber
184810.0,composit
184811.0,wood
184812.0,resin
